country,year,pop,continent,lifeExp,gdpPercap
Tunisia,2007,10276158,Africa,73.923,7092.923025
Turkey,1952,22235677,Europe,43.585,1969.10098
Turkey,1957,25670939,Europe,48.079,2218.754257
Turkey,1962,29788695,Europe,52.098,2322.869908
Turkey,1967,33411317,Europe,54.336,2826.356387
Turkey,1972,37492953,Europe,57.005,3450.69638
Turkey,1977,42404033,Europe,59.507,4269.122326
Turkey,1982,47328791,Europe,61.036,4241.356344
Turkey,1987,52881328,Europe,63.108,5089.043686
Turkey,1992,58179144,Europe,66.146,5678.348271
Turkey,1997,63047647,Europe,68.835,6601.429915
Turkey,2002,67308928,Europe,70.845,6508.085718
Turkey,2007,71158647,Europe,71.777,8458.276384
Uganda,1952,5824797,Africa,39.978,734.753484
Uganda,1957,6675501,Africa,42.571,774.3710692
Uganda,1962,7688797,Africa,45.344,767.2717398
Uganda,1967,8900294,Africa,48.051,908.9185217
Uganda,1972,10190285,Africa,51.016,950.735869
Uganda,1977,11457758,Africa,50.35,843.7331372
Uganda,1982,12939400,Africa,49.849,682.2662268
Uganda,1987,15283050,Africa,51.509,617.7244065
Uganda,1992,18252190,Africa,48.825,644.1707969
Uganda,1997,21210254,Africa,44.578,816.559081
Uganda,2002,24739869,Africa,47.813,927.7210018
Uganda,2007,29170398,Africa,51.542,1056.380121
United Kingdom,1952,50430000,Europe,69.18,9979.508487
United Kingdom,1957,51430000,Europe,70.42,11283.17795
United Kingdom,1962,53292000,Europe,70.76,12477.17707
United Kingdom,1967,54959000,Europe,71.36,14142.85089
United Kingdom,1972,56079000,Europe,72.01,15895.11641
United Kingdom,1977,56179000,Europe,72.76,17428.74846
United Kingdom,1982,56339704,Europe,74.04,18232.42452
United Kingdom,1987,56981620,Europe,75.007,21664.78767
United Kingdom,1992,57866349,Europe,76.42,22705.09254
United Kingdom,1997,58808266,Europe,77.218,26074.53136
United Kingdom,2002,59912431,Europe,78.471,29478.99919
United Kingdom,2007,60776238,Europe,79.425,33203.26128
United States,1952,157553000,Americas,68.44,13990.48208
United States,1957,171984000,Americas,69.49,14847.12712
United States,1962,186538000,Americas,70.21,16173.14586
United States,1967,198712000,Americas,70.76,19530.36557
United States,1972,209896000,Americas,71.34,21806.03594
United States,1977,220239000,Americas,73.38,24072.63213
United States,1982,232187835,Americas,74.65,25009.55914
United States,1987,242803533,Americas,75.02,29884.35041
United States,1992,256894189,Americas,76.09,32003.93224
United States,1997,272911760,Americas,76.81,35767.43303
United States,2002,287675526,Americas,77.31,39097.09955
United States,2007,301139947,Americas,78.242,42951.65309
Uruguay,1952,2252965,Americas,66.071,5716.766744
Uruguay,1957,2424959,Americas,67.044,6150.772969
Uruguay,1962,2598466,Americas,68.253,5603.357717
Uruguay,1967,2748579,Americas,68.468,5444.61962
Uruguay,1972,2829526,Americas,68.673,5703.408898
Uruguay,1977,2873520,Americas,69.481,6504.339663
Uruguay,1982,2953997,Americas,70.805,6920.223051
Uruguay,1987,3045153,Americas,71.918,7452.398969
Uruguay,1992,3149262,Americas,72.752,8137.004775
Uruguay,1997,3262838,Americas,74.223,9230.240708
Uruguay,2002,3363085,Americas,75.307,7727.002004
Uruguay,2007,3447496,Americas,76.384,10611.46299
Venezuela,1952,5439568,Americas,55.088,7689.799761
Venezuela,1957,6702668,Americas,57.907,9802.466526
Venezuela,1962,8143375,Americas,60.77,8422.974165
Venezuela,1967,9709552,Americas,63.479,9541.474188
Venezuela,1972,11515649,Americas,65.712,10505.25966
Venezuela,1977,13503563,Americas,67.456,13143.95095
Venezuela,1982,15620766,Americas,68.557,11152.41011
Venezuela,1987,17910182,Americas,70.19,9883.584648
Venezuela,1992,20265563,Americas,71.15,10733.92631
Venezuela,1997,22374398,Americas,72.146,10165.49518
Venezuela,2002,24287670,Americas,72.766,8605.047831
Venezuela,2007,26084662,Americas,73.747,11415.80569
Vietnam,1952,26246839,Asia,40.412,605.0664917
Vietnam,1957,28998543,Asia,42.887,676.2854478
Vietnam,1962,33796140,Asia,45.363,772.0491602
Vietnam,1967,39463910,Asia,47.838,637.1232887
Vietnam,1972,44655014,Asia,50.254,699.5016441
Vietnam,1977,50533506,Asia,55.764,713.5371196
Vietnam,1982,56142181,Asia,58.816,707.2357863
Vietnam,1987,62826491,Asia,62.82,820.7994449
Vietnam,1992,69940728,Asia,67.662,989.0231487
Vietnam,1997,76048996,Asia,70.672,1385.896769
Vietnam,2002,80908147,Asia,73.017,1764.456677
Vietnam,2007,85262356,Asia,74.249,2441.576404
West Bank and Gaza,1952,1030585,Asia,43.16,1515.592329
West Bank and Gaza,1957,1070439,Asia,45.671,1827.067742
West Bank and Gaza,1962,1133134,Asia,48.127,2198.956312
West Bank and Gaza,1967,1142636,Asia,51.631,2649.715007
West Bank and Gaza,1972,1089572,Asia,56.532,3133.409277
West Bank and Gaza,1977,1261091,Asia,60.765,3682.831494
West Bank and Gaza,1982,1425876,Asia,64.406,4336.032082
West Bank and Gaza,1987,1691210,Asia,67.046,5107.197384
West Bank and Gaza,1992,2104779,Asia,69.718,6017.654756
West Bank and Gaza,1997,2826046,Asia,71.096,7110.667619
West Bank and Gaza,2002,3389578,Asia,72.37,4515.487575
West Bank and Gaza,2007,4018332,Asia,73.422,3025.349798
"Yemen, Rep.",1952,4963829,Asia,32.548,781.7175761
"Yemen, Rep.",1957,5498090,Asia,33.97,804.8304547
"Yemen, Rep.",1962,6120081,Asia,35.18,825.6232006
"Yemen, Rep.",1967,6740785,Asia,36.984,862.4421463
"Yemen, Rep.",1972,7407075,Asia,39.848,1265.047031
"Yemen, Rep.",1977,8403990,Asia,44.175,1829.765177
"Yemen, Rep.",1982,9657618,Asia,49.113,1977.55701
"Yemen, Rep.",1987,11219340,Asia,52.922,1971.741538
"Yemen, Rep.",1992,13367997,Asia,55.599,1879.496673
"Yemen, Rep.",1997,15826497,Asia,58.02,2117.484526
"Yemen, Rep.",2002,18701257,Asia,60.308,2234.820827
"Yemen, Rep.",2007,22211743,Asia,62.698,2280.769906
Zambia,1952,2672000,Africa,42.038,1147.388831
Zambia,1957,3016000,Africa,44.077,1311.956766
Zambia,1962,3421000,Africa,46.023,1452.725766
Zambia,1967,3900000,Africa,47.768,1777.077318
Zambia,1972,4506497,Africa,50.107,1773.498265
Zambia,1977,5216550,Africa,51.386,1588.688299
Zambia,1982,6100407,Africa,51.821,1408.678565
Zambia,1987,7272406,Africa,50.821,1213.315116
Zambia,1992,8381163,Africa,46.1,1210.884633
Zambia,1997,9417789,Africa,40.238,1071.353818
Zambia,2002,10595811,Africa,39.193,1071.613938
Zambia,2007,11746035,Africa,42.384,1271.211593
Zimbabwe,1952,3080907,Africa,48.451,406.8841148
Zimbabwe,1957,3646340,Africa,50.469,518.7642681
Zimbabwe,1962,4277736,Africa,52.358,527.2721818
Zimbabwe,1967,4995432,Africa,53.995,569.7950712
Zimbabwe,1972,5861135,Africa,55.635,799.3621758
Zimbabwe,1977,6642107,Africa,57.674,685.5876821
Zimbabwe,1982,7636524,Africa,60.363,788.8550411
Zimbabwe,1987,9216418,Africa,62.351,706.1573059
Zimbabwe,1992,10704340,Africa,60.377,693.4207856
Zimbabwe,1997,11404948,Africa,46.809,792.4499603
Zimbabwe,2002,11926563,Africa,39.989,672.0386227
Zimbabwe,2007,12311143,Africa,43.487,469.7092981
